model,family,regime,split_id,seed,manifest_path,manifest_sha256,prediction_path,git_commit,validation_mae,validation_rmse,validation_bias,validation_spearman,validation_r2,test_mae,test_rmse,test_bias,test_spearman,test_r2
descriptor:lightgbm,lightgbm,id_repeat,id_repeat_s45,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/metrics.json,e34339bf6a63829f8637f41cca54a26610fad2d9fe393f45e17b1c3b7bd9c6d0,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/predictions.npz,,0.5878737106931795,1.0495524414073014,-0.042757651430650676,0.9563877343540218,0.9022191102723618,0.5514119605407892,1.0853212255435398,-0.014941342098480817,0.9556918790996896,0.8851143655649584
descriptor:mean,mean,id_repeat,id_repeat_s45,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/metrics.json,e34339bf6a63829f8637f41cca54a26610fad2d9fe393f45e17b1c3b7bd9c6d0,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/predictions.npz,,2.435360608507364,3.359391682780774,-0.14111390218376543,,-0.0017676053248301127,2.2852822294289283,3.2022859878716354,-0.040468509170504964,,-0.0001597289162429405
descriptor:random_forest,random_forest,id_repeat,id_repeat_s45,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/metrics.json,e34339bf6a63829f8637f41cca54a26610fad2d9fe393f45e17b1c3b7bd9c6d0,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/predictions.npz,,0.706782984656334,1.27715634989234,-0.041330746985769815,0.940285943356244,0.8552115788848886,0.6321345611801169,1.2385828574110764,-0.030752010461690196,0.9461297926554224,0.8503766881225758
descriptor:ridge,ridge,id_repeat,id_repeat_s45,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/metrics.json,e34339bf6a63829f8637f41cca54a26610fad2d9fe393f45e17b1c3b7bd9c6d0,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/predictions.npz,,1.766963893610387,2.4724953042467552,-0.15932875470747612,0.6669559454496027,0.4573539460850625,1.7235683539729156,2.3879702662250524,0.024984883440878777,0.6464844496680292,0.44383076277037303
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_repeat,id_repeat_s46,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/metrics.json,1c839b9ad1f012f6a583d91cacd561c56ffb2f561a45c3d5caf31fdb47cd72f2,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/predictions.npz,,0.6023386183479044,1.100335984782414,-0.06419052767617561,0.9481003095093932,0.875158281933683,0.6023820692510347,1.0908309702239847,-0.05357539236296001,0.9492715989614121,0.8845616755109035
descriptor:lightgbm,lightgbm,id_repeat,id_repeat_s46,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/metrics.json,1c839b9ad1f012f6a583d91cacd561c56ffb2f561a45c3d5caf31fdb47cd72f2,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/predictions.npz,,0.5902259116072262,1.086064310116536,-0.06931562292955201,0.9500507983600341,0.8783757461007259,0.5841023166925694,1.0764129862979928,-0.05234989020862706,0.9516205475506595,0.8875931047336821
descriptor:mean,mean,id_repeat,id_repeat_s46,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/metrics.json,1c839b9ad1f012f6a583d91cacd561c56ffb2f561a45c3d5caf31fdb47cd72f2,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/predictions.npz,,2.243306244592124,3.1152672611334387,-0.08182591913620707,,-0.0006903842725198839,2.293892235646435,3.212348101276879,-0.10679853365123912,,-0.001106536324018581
descriptor:random_forest,random_forest,id_repeat,id_repeat_s46,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/metrics.json,1c839b9ad1f012f6a583d91cacd561c56ffb2f561a45c3d5caf31fdb47cd72f2,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/predictions.npz,,0.6760559451830719,1.28876013154777,-0.07034703748622081,0.9292257499849461,0.8287410450600081,0.6678519442829228,1.2090832176512514,-0.037926747754125814,0.936778070857556,0.8581767342877429
descriptor:ridge,ridge,id_repeat,id_repeat_s46,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/metrics.json,1c839b9ad1f012f6a583d91cacd561c56ffb2f561a45c3d5caf31fdb47cd72f2,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s46/predictions.npz,,1.631623759135619,2.226646132796034,-0.0696597939852919,0.6620580176117489,0.4887756751379245,1.7744234897232665,2.4369191232106333,-0.12463146696379922,0.6078815544817533,0.4238741958879616
descriptor:hist_gradient_boosting,hist_gradient_boosting,pair_cv,pair_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/metrics.json,c1984a92d8130f088b740decb2645ea73bcc410c43fcbf3e5618144d9f2df2f3,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/predictions.npz,,0.6890328883445265,1.144644085712942,-0.01995795068289698,0.9352698859309496,0.870568522985111,0.680141779008868,1.2551393306043668,0.00664717961928432,0.9304117718841881,0.843019109402418
descriptor:lightgbm,lightgbm,pair_cv,pair_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/metrics.json,c1984a92d8130f088b740decb2645ea73bcc410c43fcbf3e5618144d9f2df2f3,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/predictions.npz,,0.6725588040149942,1.169962599644993,-0.04042656243068771,0.9339466121194823,0.8647793785603187,0.658738540274553,1.2544224510647508,0.0068384415524930684,0.9330325059153982,0.8431983791423692
descriptor:mean,mean,pair_cv,pair_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/metrics.json,c1984a92d8130f088b740decb2645ea73bcc410c43fcbf3e5618144d9f2df2f3,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/predictions.npz,,2.2978258300247396,3.1821808975946797,0.058877452171265256,,-0.0003424498549040589,2.2931407997670963,3.1697196614874876,0.10801504385524946,,-0.0011626029051836628
descriptor:random_forest,random_forest,pair_cv,pair_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/metrics.json,c1984a92d8130f088b740decb2645ea73bcc410c43fcbf3e5618144d9f2df2f3,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/predictions.npz,,0.7970909475952576,1.3529440858339439,-0.004009842162531689,0.9176996689799155,0.8191749195587731,0.7767308349242141,1.445033507181455,0.013940013035366218,0.9139292322028957,0.7919255543036994
descriptor:ridge,ridge,pair_cv,pair_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/metrics.json,c1984a92d8130f088b740decb2645ea73bcc410c43fcbf3e5618144d9f2df2f3,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f0/predictions.npz,,1.694681692902521,2.3310126790113026,-0.0238045780982664,0.6646752160247168,0.4632299922847517,1.72040790245623,2.398120773552872,-0.03600865149102531,0.6390476244537221,0.4269335104472668
descriptor:hist_gradient_boosting,hist_gradient_boosting,pair_cv,pair_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/metrics.json,d79fbe40f28b4cb8100593303167326beccf3b049360cfbc7da9a4c516a0667a,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/predictions.npz,,0.7372758221073036,1.2965201324025544,-0.042731581538083575,0.9300587362426933,0.8420757653374991,0.7241570517670906,1.212785699441329,-0.05053339333906872,0.9313995815928707,0.8546995014117907
descriptor:lightgbm,lightgbm,pair_cv,pair_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/metrics.json,d79fbe40f28b4cb8100593303167326beccf3b049360cfbc7da9a4c516a0667a,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/predictions.npz,,0.7179099119038762,1.29182567927251,-0.04377743282313732,0.9319812376896206,0.8432173222219956,0.6949654251134088,1.1835113876440406,-0.05962503893312092,0.9360320708910882,0.8616293911381985
descriptor:mean,mean,pair_cv,pair_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/metrics.json,d79fbe40f28b4cb8100593303167326beccf3b049360cfbc7da9a4c516a0667a,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/predictions.npz,,2.31200231596652,3.263296468726673,-0.0705986211247704,,-0.00046825528608551714,2.289808564836638,3.1816679397066743,0.014218576405995583,,-1.997152379273892e-05
descriptor:random_forest,random_forest,pair_cv,pair_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/metrics.json,d79fbe40f28b4cb8100593303167326beccf3b049360cfbc7da9a4c516a0667a,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/predictions.npz,,0.8609995918934098,1.5088728821012747,-0.03218950623492004,0.9135960025968763,0.7861074994155367,0.805837162352137,1.3515708914319289,-0.025620778305757628,0.9233629360569848,0.8195417964733831
descriptor:ridge,ridge,pair_cv,pair_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/metrics.json,d79fbe40f28b4cb8100593303167326beccf3b049360cfbc7da9a4c516a0667a,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f1/predictions.npz,,1.8097112692422006,2.484239376148562,0.03659061305082646,0.6138153267536791,0.4202014384474748,1.6975107228689181,2.3385239471281625,-0.011003898226877477,0.6625665963009654,0.4597651296578843
descriptor:hist_gradient_boosting,hist_gradient_boosting,pair_cv,pair_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/metrics.json,1d6b97259b20fcf669bed2d2cb1793243fb5b56ae837b53a57b3bef71633ac55,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/predictions.npz,,0.6784142593422477,1.1233659631049493,0.10741727227160314,0.9315902281815067,0.8703004758303015,0.6966038123036569,1.2413557803518422,-0.038956250953352,0.9333617175725734,0.8552285938056112
descriptor:lightgbm,lightgbm,pair_cv,pair_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/metrics.json,1d6b97259b20fcf669bed2d2cb1793243fb5b56ae837b53a57b3bef71633ac55,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/predictions.npz,,0.6663797402862353,1.1001717741041843,0.09924420408877058,0.9335847949657645,0.8756010090052222,0.7062614158853533,1.2608381123377688,-0.03223757159763172,0.9336670895314821,0.8506487343538628
descriptor:mean,mean,pair_cv,pair_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/metrics.json,1d6b97259b20fcf669bed2d2cb1793243fb5b56ae837b53a57b3bef71633ac55,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/predictions.npz,,2.2702647945658208,3.1193675019876173,0.025466614851269442,,-6.665585463627721e-05,2.3123805053017015,3.2632368371892078,-0.0677862677049654,,-0.00043169169725532086
descriptor:random_forest,random_forest,pair_cv,pair_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/metrics.json,1d6b97259b20fcf669bed2d2cb1793243fb5b56ae837b53a57b3bef71633ac55,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/predictions.npz,,0.8091716429101383,1.3188185354652076,0.11662978280680003,0.9059797561225335,0.8212418113159673,0.8660332775597088,1.5054277524618374,-0.020433669740031433,0.9080442347414044,0.787083123212802
descriptor:ridge,ridge,pair_cv,pair_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/metrics.json,1d6b97259b20fcf669bed2d2cb1793243fb5b56ae837b53a57b3bef71633ac55,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f2/predictions.npz,,1.7148365234013896,2.283426765505126,0.08175275590219236,0.6306342132802021,0.46411693151743527,1.80360703740044,2.4703997842008953,0.04525300824831472,0.6157452819588938,0.4266435103430133
descriptor:hist_gradient_boosting,hist_gradient_boosting,pair_cv,pair_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/metrics.json,ebaeae673f7bb1ed59db8bec4b29615d2687a921a7cbd74b9bfe7b983a73fb14,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/predictions.npz,,0.6671804709208602,1.1986380584377998,-0.01892466861951698,0.9375262824540211,0.8658807271812131,0.6774843040239071,1.1079376816703763,0.07361588479826683,0.9324158281131681,0.8738385919971925
descriptor:lightgbm,lightgbm,pair_cv,pair_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/metrics.json,ebaeae673f7bb1ed59db8bec4b29615d2687a921a7cbd74b9bfe7b983a73fb14,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/predictions.npz,,0.6622578435313451,1.1741314740527726,-0.030371231418371628,0.9406835430972806,0.8713088967584743,0.6652712329581125,1.0942363760445433,0.06607256599307282,0.9340139822190283,0.8769396469112031
descriptor:mean,mean,pair_cv,pair_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/metrics.json,ebaeae673f7bb1ed59db8bec4b29615d2687a921a7cbd74b9bfe7b983a73fb14,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/predictions.npz,,2.325681624316471,3.2741663283874827,-0.08837788344501078,,-0.000729125449067336,2.269404950351647,3.1193297882125415,0.020328886974396512,,-4.247399027024201e-05
descriptor:random_forest,random_forest,pair_cv,pair_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/metrics.json,ebaeae673f7bb1ed59db8bec4b29615d2687a921a7cbd74b9bfe7b983a73fb14,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/predictions.npz,,0.7639348672641213,1.3713392657407193,-0.016855303106710687,0.9264793340248753,0.8244483617001789,0.7724436347396054,1.2407291890859207,0.09407702677747548,0.9173284655180615,0.8417841970598126
descriptor:ridge,ridge,pair_cv,pair_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/metrics.json,ebaeae673f7bb1ed59db8bec4b29615d2687a921a7cbd74b9bfe7b983a73fb14,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f3/predictions.npz,,1.7414119343724956,2.4675686410689277,-0.03873118785627517,0.6514069218026857,0.4316006811713289,1.7019435282489466,2.286865566441149,0.05875209761508807,0.6380643750565252,0.46250165500925833
descriptor:hist_gradient_boosting,hist_gradient_boosting,pair_cv,pair_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/metrics.json,f3b231480dbc26548e8fcb2df06ad9e28a13809d0b78a829172423828163d0b4,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/predictions.npz,,0.6706592489736325,1.2751423601925373,-0.012055573448348981,0.9314152340091034,0.837975661238599,0.6541120409450327,1.1867843045745567,-0.07539245791578143,0.9423764879847981,0.8685203158507693
descriptor:lightgbm,lightgbm,pair_cv,pair_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/metrics.json,f3b231480dbc26548e8fcb2df06ad9e28a13809d0b78a829172423828163d0b4,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/predictions.npz,,0.6526832746165434,1.2578758636811338,-0.003751322204086444,0.9342910507127684,0.8423338441233859,0.6459456366091406,1.1854167820805999,-0.08674083312928874,0.9430380499329863,0.8688231473475707
descriptor:mean,mean,pair_cv,pair_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/metrics.json,f3b231480dbc26548e8fcb2df06ad9e28a13809d0b78a829172423828163d0b4,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/predictions.npz,,2.2872950467102213,3.168756910623803,0.0745980958524164,,-0.0005545215077071841,2.3277865484566598,3.273828205438925,-0.0748105812255061,,-0.0005224456552073153
descriptor:random_forest,random_forest,pair_cv,pair_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/metrics.json,f3b231480dbc26548e8fcb2df06ad9e28a13809d0b78a829172423828163d0b4,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/predictions.npz,,0.7677403753329655,1.4240077394669712,-0.02116139918629518,0.9172795884934497,0.797936621257179,0.7573645099046439,1.3719113624250072,-0.06034714569759918,0.928719024637676,0.8243018575316341
descriptor:ridge,ridge,pair_cv,pair_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/metrics.json,f3b231480dbc26548e8fcb2df06ad9e28a13809d0b78a829172423828163d0b4,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/pair_cv5_f4/predictions.npz,,1.7068157411433245,2.3952338991253552,-0.026880099937919354,0.6450806377597198,0.4283124028204529,1.745679584229952,2.4702282460440523,-0.049935367108705574,0.6504581933025073,0.43037475187889984
