Config: {"model": "baseline", "data_path": "data/processed/augmented_dataset.pkl", "output_dir": "results/baseline_h128_aug_long_seed3", "seed": 3, "batch_size": 64, "epochs": 50, "train_ratio": 0.8, "val_ratio": 0.1, "loss": "mse", "grad_clip": 5.0, "optimizer": {"lr": 0.0003, "weight_decay": 0.0001}, "scheduler": {"factor": 0.5, "patience": 6}, "model_kwargs": {"atom_fea_len": 9, "hidden_dim": 128, "n_local_layers": 3, "n_global_layers": 2, "num_heads": 4, "rcut_local": 5.0, "dmax_global": 12.0, "defect_embedding": true, "dropout": 0.1}}
Device: cuda
Model: CrystalTransformer | params=0.747M
Train/Val/Test sizes: 25538/3192/3193
Target stats: mean=2.6186 std=3.2137
Epoch 01/50 | train MAE 2.1820 | val MAE 1.8279 RMSE 2.4891 | lr 3.00e-04 | 15.4s *
Epoch 41/50 | train MAE 0.2723 | val MAE 0.2801 RMSE 0.4646 | lr 1.50e-04 | 14.7s *
Epoch 42/50 | train MAE 0.2837 | val MAE 0.5038 RMSE 0.7399 | lr 1.50e-04 | 14.8s 
Epoch 43/50 | train MAE 0.2966 | val MAE 0.2668 RMSE 0.4504 | lr 1.50e-04 | 14.8s *
Epoch 44/50 | train MAE 0.2535 | val MAE 0.2567 RMSE 0.4485 | lr 1.50e-04 | 15.0s *
Epoch 45/50 | train MAE 0.2774 | val MAE 0.3614 RMSE 0.5217 | lr 1.50e-04 | 14.7s 
Epoch 46/50 | train MAE 0.2591 | val MAE 0.2533 RMSE 0.4289 | lr 1.50e-04 | 14.8s *
Epoch 47/50 | train MAE 0.2444 | val MAE 0.2486 RMSE 0.4222 | lr 1.50e-04 | 14.7s *
Epoch 48/50 | train MAE 0.2401 | val MAE 0.2749 RMSE 0.4601 | lr 1.50e-04 | 14.8s 
Epoch 49/50 | train MAE 0.2649 | val MAE 0.2786 RMSE 0.4234 | lr 1.50e-04 | 14.7s 
Epoch 50/50 | train MAE 0.2611 | val MAE 0.2412 RMSE 0.4111 | lr 1.50e-04 | 15.0s *

[Final] Test MAE 0.2393 | RMSE 0.3904
